YEAR,MONTH,DAY,HR,WS,T2M,MSLP,RH2,dates,observations,station
2006,10,22,15,5.8,9.8,1010.8,64.6,2006102215,2.9,SPZ
2006,10,23,0,6.8,5.4,1012.4,94,2006102300,4.1,LGR
2006,10,23,15,8.1,6.8,1012.9,98.5,2006102315,5.1,SPZ
2006,10,23,21,9,8,1007,84.3,2006102321,3.1,LGR
2006,10,24,6,10.3,6.3,1008,99,2006102406,7.7,SPZ
2006,10,24,12,6.3,11.8,1006.4,67.5,2006102412,3.3,LGR
2006,10,25,12,4.6,8.5,1018.2,69.7,2006102512,3.1,SPZ
2006,10,25,18,4.1,7.9,1017.6,58.9,2006102518,2.3,LGR
2006,10,26,9,5.2,11.8,1019.7,59.5,2006102609,2.1,SPZ
2006,10,26,18,1.7,9,1023.6,68.3,2006102618,3.1,LGR
2006,10,28,6,4.8,7.6,1029.6,71,2006102806,2.1,SPZ
2006,10,29,12,8,11.6,1018.1,67.7,2006102912,4.1,LGR
2006,10,29,21,17.4,3.7,1015.4,69.9,2006102921,11.3,SPZ
2006,10,30,3,10.9,4.7,1018.7,64.8,2006103003,1.6,LGR
2006,10,30,12,5.1,8.3,1019.2,25.8,2006103012,2.1,SPZ
2006,10,30,18,3.5,7.4,1018.4,33.1,2006103018,3.1,LGR
2006,11,1,0,10,-2.5,1017.8,78.8,2006110100,3.6,SPZ
2006,11,1,15,15.6,-2.6,1016.5,72.4,2006110115,4.6,LGR
2006,11,2,0,10.5,-9.4,1025.8,71,2006110200,15.4,SPZ
2006,11,2,6,12.3,-8.4,1026.3,81.5,2006110206,3.3,LGR
2006,11,2,15,9.1,-8.3,1026.4,41.9,2006110215,8.2,SPZ
2006,11,2,21,10.9,-7,1028.2,59.6,2006110221,3.1,LGR
2006,11,3,6,5.7,-9.4,1026.2,84,2006110306,13.4,SPZ
2006,11,3,12,9.2,-4.5,1026.6,74.8,2006110312,7.9,LGR
2006,11,3,21,6,-10.2,1031,63.6,2006110321,5.1,SPZ
2006,11,4,3,6.5,-8.1,1032.8,62.2,2006110403,3.9,LGR
2006,11,4,12,8.2,-0.4,1027.1,45.2,2006110412,3.1,SPZ
2006,11,4,18,7,-1.9,1030.2,52.9,2006110418,2.6,LGR
2006,11,5,9,9.4,1.6,1027.1,46.3,2006110509,2.8,SPZ
2006,11,5,18,8.6,-1,1027.7,77.1,2006110518,6.2,LGR
2006,11,6,0,5.3,4.5,1026.6,32,2006110600,1.6,SPZ
2006,11,6,9,9.6,3.2,1023.7,39.3,2006110609,3.1,LGR
2006,11,6,15,4.8,6.2,1026.6,51,2006110615,2.3,SPZ
2006,11,7,6,2.2,7.3,1024,6.1,2006110706,2.6,LGR
2006,11,9,12,6.3,5.8,1024.2,58.3,2006110912,2.1,SPZ
2006,11,10,9,9.4,0.2,1032.6,41.7,2006111009,3.1,LGR
2006,11,12,15,8.9,-1.2,1013,66.7,2006111215,10.3,SPZ
2006,11,13,12,5.6,5.4,1012.9,58.8,2006111312,3.3,LGR
2006,11,14,12,2,6,1018.3,70.1,2006111412,2.1,SPZ
2006,11,16,9,4.7,1.7,1021.5,98.6,2006111609,2.1,LGR
2006,11,16,15,6.9,5,1016.9,72.8,2006111615,3.1,SPZ
2006,11,17,0,6,1.3,1020.7,94.2,2006111700,3.1,LGR
2006,11,17,6,5.3,4.5,1016.8,74.1,2006111706,2.2,SPZ
2006,11,17,15,4.4,4.5,1019.8,67.1,2006111715,3.1,LGR
2006,11,17,21,6,2.4,1017.7,58.7,2006111721,3.1,SPZ
2006,11,18,12,5.7,5.3,1017.8,80.2,2006111812,1.7,LGR
2006,11,19,3,2.9,1.2,1023.8,70.7,2006111903,1,SPZ
2006,11,19,18,4.1,2.5,1020.7,62.6,2006111918,2.1,LGR
2006,11,20,9,5.1,0,1020.4,76.1,2006112009,2.4,SPZ
2006,11,21,0,4.8,-0.9,1004.3,70,2006112100,0.9,LGR
2006,11,21,15,4.9,0.7,1004.1,82.5,2006112115,3.8,SPZ
2006,11,22,6,8.4,-2.4,1000,76.1,2006112206,2.6,LGR
2006,11,22,21,5.2,-5.2,1006.5,44.2,2006112221,1.9,SPZ
2006,11,23,12,3.4,2.8,1003.9,83.7,2006112312,1.8,LGR
2006,11,24,12,3.4,2.2,1014.6,80,2006112412,4.1,SPZ
2006,11,24,18,6.7,2.7,1013.2,79.4,2006112418,3.1,LGR
2006,11,25,3,5.5,1.5,1017.3,98.7,2006112503,4.6,SPZ
2006,11,25,9,5.9,4.2,1016,82.4,2006112509,3.3,LGR
2006,11,26,0,3.5,4.9,1024.7,43.5,2006112600,1.6,SPZ
2006,11,26,15,4.1,5.5,1024,60.9,2006112615,3.6,LGR
2006,11,27,6,3.1,4.4,1024.7,30.2,2006112706,1.6,SPZ
2006,11,27,21,1,5,1026.2,30.2,2006112721,0.2,LGR
2006,11,28,12,4.1,4.4,1024.3,70.9,2006112812,1.1,SPZ
2006,11,29,3,5.4,1.8,1024.9,57.4,2006112903,2.2,LGR
2006,11,29,18,7.6,1.3,1030.5,81.1,2006112918,2.4,SPZ
2006,11,30,9,3.8,2.2,1032.8,50,2006113009,2.1,LGR
2006,12,3,12,5,3.5,1018.2,68.7,2006120312,2.6,SPZ
2006,12,4,3,3.1,1.3,1014.9,77.3,2006120403,3.6,LGR
2006,12,4,18,2.3,2.3,1013.1,84.5,2006120418,3.3,SPZ
2006,12,5,9,3.2,4.4,1017,63.1,2006120509,1.4,LGR
2006,12,5,18,5.1,0.4,1016.9,75.5,2006120518,1,SPZ
2006,12,6,0,2.9,1.4,1013.3,91,2006120600,1.9,LGR
2006,12,6,9,4.4,1.4,1013.9,99.3,2006120609,5.1,SPZ
2006,12,6,15,6.9,3.7,1008.4,88.6,2006120615,2.4,LGR
2006,12,7,0,6.1,0.6,1014.6,99.3,2006120700,1,SPZ
2006,12,7,6,1.8,1,1013.8,86,2006120706,2.1,LGR
2006,12,7,21,8,1.4,1011.6,85.5,2006120721,2.2,SPZ
2006,12,8,6,7.1,0.7,1012.3,99.2,2006120806,10.3,LGR
2006,12,8,12,11.5,1.5,1007.6,91.7,2006120812,5.8,SPZ
2006,12,8,21,9.1,0.3,1009,99.2,2006120821,6.2,LGR
2006,12,9,3,10,0.4,1001,88.9,2006120903,4.5,SPZ
2006,12,9,12,8.3,-0.7,1005.4,96.8,2006120912,6.2,LGR
2006,12,9,18,8.4,-3.8,1012.3,86.2,2006120918,2.1,SPZ
2006,12,10,9,7.1,-3.8,1026.8,76.9,2006121009,2.1,LGR
2006,12,11,0,1.4,-2.1,1027.9,47.3,2006121100,1.8,SPZ
2006,12,11,15,1.5,-1.5,1027.4,40.7,2006121115,1.7,LGR
2006,12,12,21,1.7,0.3,1025.1,44.6,2006121221,2.1,SPZ
2006,12,13,12,3.7,1.9,1028.5,47.1,2006121312,3.1,LGR
2006,12,14,3,1.2,1.3,1030.8,22.4,2006121403,2.2,SPZ
2006,12,14,18,2.6,3.4,1031.6,17.9,2006121418,1.8,LGR
2006,12,15,9,3.3,3.9,1031.1,22,2006121509,1.9,SPZ
2006,12,16,15,3.8,1.6,1026.9,70.2,2006121615,2.1,LGR
2006,12,17,0,2.3,-1.4,1022.9,95.7,2006121700,1,SPZ
2006,12,17,6,2.2,0.6,1025.4,93.7,2006121706,1.6,LGR
2006,12,17,21,5.9,-1.7,1023.2,85,2006121721,1.6,SPZ
2006,12,18,12,11,-5.7,1023.6,82.3,2006121812,5.3,LGR
2006,12,19,3,5.2,-7.8,1025.1,88.7,2006121903,4.1,SPZ
2006,12,19,12,9.8,-5.4,1022.9,73.1,2006121912,4.1,LGR
2006,12,19,18,2.8,-7.5,1027.1,48.5,2006121918,4.1,SPZ
2006,12,20,9,4.7,-4.7,1030.2,24.9,2006122009,3.4,LGR
2006,12,21,0,3.8,-5.4,1036,35.5,2006122100,2.9,SPZ
2006,12,21,15,2,-4.6,1034.7,48.4,2006122115,3.1,LGR
2006,12,22,0,10.7,-5.2,1035.2,49.1,2006122200,1,SPZ
2006,12,22,6,4.6,-5.8,1037.3,26.5,2006122206,2.9,LGR
2006,12,22,21,3.1,-2.1,1036.1,21.4,2006122221,2.6,SPZ
2006,12,23,6,11,-3.3,1035.2,50.9,2006122306,6.2,LGR
2006,12,23,12,4.9,0.7,1036.7,47.9,2006122312,2.1,SPZ
2006,12,24,3,3.2,-1.2,1034.2,22.3,2006122403,2.2,LGR
2006,12,24,18,2.7,1.1,1029.8,31.3,2006122418,2.2,SPZ
2006,12,25,9,3.9,1.6,1028.4,26.1,2006122509,2.6,LGR
2006,12,26,0,2.1,-0.9,1031.8,22.9,2006122600,2.6,SPZ
2006,12,26,15,3,0.3,1031.5,24,2006122615,2.4,LGR
2006,12,27,6,1.6,-0.6,1031,27.8,2006122706,2.2,SPZ
2006,12,27,21,3,-1.6,1031.2,30.6,2006122721,1.6,LGR
2006,12,28,12,2.7,0.7,1028.1,56.6,2006122812,2.8,SPZ
2006,12,29,3,3.4,-3.7,1029.7,55.3,2006122903,2.2,LGR
2006,12,29,18,1.1,-1.1,1029,46.6,2006122918,1.7,SPZ
2006,12,30,9,2.7,0.1,1030.6,36.4,2006123009,1.7,LGR
2007,1,1,12,1.9,2.7,1022.4,89.1,2007010112,2.8,SPZ
2007,1,2,12,12.7,-4.8,1016.4,77.6,2007010212,4.1,LGR
2007,1,2,18,7.4,-8,1026.4,78.9,2007010218,2.1,SPZ
2007,1,3,3,12.2,-8.8,1025.1,83.2,2007010303,8.2,LGR
2007,1,3,18,5.2,-6.9,1029.4,43.3,2007010318,1,SPZ
2007,1,4,0,7,-2.4,1021.4,80.4,2007010400,2.6,LGR
2007,1,4,15,3.7,0.9,1015.3,83.4,2007010415,1.6,SPZ
2007,1,5,6,10.7,-3.4,1021.4,78.4,2007010506,2.1,LGR
2007,1,5,21,3.4,1,1023.3,76.6,2007010521,2.3,SPZ
2007,1,6,12,2.5,1.6,1024.4,85.7,2007010612,2.2,LGR
2007,1,9,0,2.8,2.8,1021.6,72.9,2007010900,2.1,SPZ
2007,1,9,15,3.2,4.2,1021.8,92.7,2007010915,2.4,LGR
2007,1,10,21,3.2,3.3,1022.7,58,2007011021,2.6,SPZ
2007,1,11,12,2.1,4.1,1022.7,53.1,2007011112,2.1,LGR
2007,1,12,3,16,0.7,1018.4,84.9,2007011203,2.1,SPZ
2007,1,12,12,17.8,-0.2,1021.6,46.7,2007011212,14.4,LGR
2007,1,12,18,11.4,2.6,1025.6,65.3,2007011218,3.1,SPZ
2007,1,13,9,5.3,4.7,1026.3,49.6,2007011309,3.3,LGR
2007,1,14,0,1.5,3.4,1027.8,14.4,2007011400,2.4,SPZ
2007,1,14,15,5.7,1.1,1030.6,60.4,2007011415,2.2,LGR
2007,1,15,6,2.1,-0.5,1030.6,1.2,2007011506,1.9,SPZ
2007,1,15,21,4.9,1.2,1028.6,37.3,2007011521,1.6,LGR
2007,1,16,12,3.9,3.2,1023.9,69.1,2007011612,3.1,SPZ
2007,1,17,3,1.4,-2.6,1025.6,72.8,2007011703,0.7,LGR
2007,1,18,9,3.1,1.6,1019.8,84.3,2007011809,1.6,SPZ
2007,1,19,0,13.6,3.3,1019.6,86.3,2007011900,1.9,LGR
2007,1,19,9,14.1,1.8,1011.3,91.2,2007011909,4.1,SPZ
2007,1,19,15,16.6,2.5,1018.7,95.6,2007011915,3.4,LGR
2007,1,20,0,4,1.8,1019.9,63.6,2007012000,6.2,SPZ
2007,1,20,6,3.7,4.2,1022.7,56,2007012006,2.1,LGR
2007,1,20,21,4,2.8,1018.9,61.9,2007012021,1.7,SPZ
2007,1,21,12,8.5,0.8,1015.3,75.9,2007012112,2.3,LGR
2007,1,22,3,2.7,-3.1,1018.4,48.7,2007012203,2.8,SPZ
2007,1,22,18,4.9,-1.3,1009.3,84.3,2007012218,2.7,LGR
2007,1,23,3,7.8,-0.8,1008,98.6,2007012303,4.1,SPZ
2007,1,23,9,6.4,-0.7,1002.5,91.6,2007012309,1.4,LGR
2007,1,23,18,10.3,-1.2,992.6,98.3,2007012318,5.1,SPZ
2007,1,24,0,7.3,-10.8,1003.2,81.8,2007012400,3.1,LGR
2007,1,24,15,10.3,-11.4,1001.6,76.5,2007012415,3.8,SPZ
2007,1,25,6,10.1,-12.7,1011,76.3,2007012506,5,LGR
2007,1,25,21,1.2,-11.5,1018.1,75,2007012521,2.6,SPZ
2007,1,26,12,5.8,-10,1020.6,81.6,2007012612,2.9,LGR
2007,1,27,3,5.6,-11.3,1024.5,58.7,2007012703,2.6,SPZ
2007,1,27,12,11.8,-9.4,1022.3,75.8,2007012712,7.2,LGR
2007,1,27,18,16,-7.9,1026.3,71.7,2007012718,2.9,SPZ
2007,1,28,3,7.8,-9.6,1028.8,72.7,2007012803,8.2,LGR
2007,1,28,9,1.3,-5.7,1032.3,58.7,2007012809,3.1,SPZ
2007,1,29,0,8.6,-2.7,1022,38.2,2007012900,3.6,LGR
2007,1,29,9,16.8,-4.2,1016.9,65.1,2007012909,15.4,SPZ
2007,1,29,15,8.9,-1.6,1021.6,58.7,2007012915,3.3,LGR
2007,1,30,6,4.7,-1.6,1021.6,36.1,2007013006,3.4,SPZ
2007,1,30,21,3.8,0.6,1020.9,33.5,2007013021,2.4,LGR
2007,1,31,12,1.6,3.3,1019,48.3,2007013112,2.6,SPZ
2007,2,1,3,5.5,-1.3,1021.3,48.6,2007020103,3.6,LGR
2007,2,1,12,12.8,1.3,1018,78.4,2007020112,9.3,SPZ
2007,2,1,18,3.7,-1.1,1025.3,44.9,2007020118,3.6,LGR
2007,2,2,9,5.1,0.2,1027.2,63.7,2007020209,3.3,SPZ
2007,2,3,0,7.5,-3.4,1031.4,62.6,2007020300,4.6,LGR
2007,2,3,15,7.5,-3,1031.3,60.5,2007020315,5.1,SPZ
2007,2,4,6,2.9,-4.7,1030,32.7,2007020406,4.8,LGR
2007,2,4,21,1.8,-0.6,1026.1,19.5,2007020421,2.8,SPZ
2007,2,5,12,3.3,1.8,1017,60.8,2007020512,2.1,LGR
2007,2,6,18,1.7,-3.4,1003,92.9,2007020618,2.8,SPZ
2007,2,8,0,1.9,-6.4,1005.5,70.2,2007020800,2.8,LGR
2007,2,8,15,6,-0.5,1000.2,81.2,2007020815,4.3,SPZ
2007,2,9,0,1.2,-6.2,1009.3,64.7,2007020900,7.2,LGR
2007,2,9,6,4.5,-4.6,1004.3,47.1,2007020906,2.1,SPZ
2007,2,9,15,3.2,-2,1007.3,56,2007020915,2.6,LGR
2007,2,10,12,4.3,-1.5,1006.9,71.8,2007021012,2.9,SPZ
2007,2,11,3,3,-5.8,1014,80.9,2007021103,1.9,LGR
2007,2,11,12,4.3,-2.7,1013.3,77.3,2007021112,5.7,SPZ
2007,2,11,18,5.2,-0.9,1008,60.7,2007021118,2.1,LGR
2007,2,12,9,5.6,-0.5,1004.6,88.6,2007021209,2.1,SPZ
2007,2,12,18,2.5,-2,1001.4,95.7,2007021218,2.6,LGR
2007,2,13,0,7.7,-4,1011,64.3,2007021300,1.9,SPZ
2007,2,13,9,14.8,-5.3,1005.1,79.9,2007021309,10.3,LGR
2007,2,13,15,8.3,-3.1,1012.4,84.4,2007021315,3.4,SPZ
2007,2,14,6,2,-2.1,1012.1,23.7,2007021406,2.9,LGR
2007,2,14,21,3.8,-1,1009.8,81.6,2007021421,1.7,SPZ
2007,2,15,12,12.1,-2.2,1021.1,72.5,2007021512,4.1,LGR
2007,2,15,21,9.4,-5.8,1021.8,36.2,2007021521,4.6,SPZ
2007,2,16,3,6.8,-2.6,1024.4,43.8,2007021603,3.8,LGR
2007,2,16,12,4.7,0.4,1020.3,65.3,2007021612,4.6,SPZ
2007,2,16,18,2.8,1.1,1019.2,13.8,2007021618,2.9,LGR
2007,2,17,9,4.2,-0.1,1020.3,40.9,2007021709,1.8,SPZ
2007,2,18,0,2.4,-5.4,1018.8,57.9,2007021800,2.1,LGR
2007,2,18,15,4.4,-3.2,1018.9,78,2007021815,3.3,SPZ
2007,2,19,6,5.3,-4.6,1015.6,70.4,2007021906,1.6,LGR
2007,2,19,15,1.2,-1.9,1012.6,89.5,2007021915,1,SPZ
2007,2,19,21,1.6,-3.8,1014.3,60.8,2007021921,1.4,LGR
2007,2,20,12,1.8,0.4,1012.7,76.8,2007022012,1.7,SPZ
2007,2,21,3,2.6,-1.9,1014.6,54.9,2007022103,1.6,LGR
2007,2,21,18,3,-0.9,1015,64.5,2007022118,1.7,SPZ
2007,2,22,9,0.5,-1,1014.6,75.1,2007022209,0.2,LGR
2007,2,23,0,2.4,-2.5,1014.8,71.3,2007022300,2.6,SPZ
2007,2,23,15,4.6,0.3,1013.2,80.2,2007022315,3.4,LGR
2007,2,24,6,3.7,-2.7,1013.6,93,2007022406,1.6,SPZ
2007,2,24,15,6.1,-2.6,1013.5,98.5,2007022415,4.1,LGR
2007,2,24,21,2.7,-3.6,1012.7,71.8,2007022421,0.2,SPZ
2007,2,25,6,3.1,-5.7,1012.5,92.6,2007022506,1,LGR
2007,2,25,12,5.6,-1.1,1007.8,78.3,2007022512,3.4,SPZ
2007,2,25,21,3.7,-2.7,1004.9,97,2007022521,3.1,LGR
2007,2,26,3,4.9,-5,1008.8,84.9,2007022603,2.1,SPZ
2007,2,26,12,6.6,-3,1008.2,84.8,2007022612,7.2,LGR
2007,2,26,18,9,-2.9,1010.5,78.4,2007022618,0.2,SPZ
2007,2,27,3,8.1,-7.8,1015.1,78,2007022703,11.3,LGR
2007,2,27,9,9,-4.7,1019.2,72.6,2007022709,1.6,SPZ
2007,2,28,0,6.9,0.7,1008.6,79.1,2007022800,2.2,LGR
2007,2,28,15,12.1,1.2,1006.2,61.9,2007022815,2.4,SPZ
2007,3,1,15,4.8,-0.7,1006.5,96.1,2007030115,7.2,LGR
2007,3,2,12,9.5,-2,1008.3,78,2007030212,2.1,SPZ
2007,3,2,21,4.5,-6.4,1014.2,41.8,2007030221,1,LGR
2007,3,3,3,3.7,0.4,1010,89.2,2007030303,1.9,SPZ
2007,3,3,18,7.8,-2.5,1015,86.9,2007030318,2.6,LGR
2007,3,4,9,10.5,-1.4,1020.8,54.5,2007030409,2.1,SPZ
2007,3,5,0,2.6,-0.3,1024,56.2,2007030500,2.1,LGR
2007,3,5,15,3.8,2.6,1022,89.5,2007030515,3.6,SPZ
2007,3,6,21,4.6,-0.3,1017.7,77.2,2007030621,2.8,LGR
2007,3,7,6,6.4,-0.2,1011.8,99,2007030706,3.1,SPZ
2007,3,7,12,5.4,0.4,1006.1,84.3,2007030712,4.1,LGR
2007,3,8,18,9.3,-1.8,1022.6,87.1,2007030818,3.4,SPZ
2007,3,9,9,5,-2.2,1028.1,49.3,2007030909,3.6,LGR
2007,3,10,0,7.6,-5.6,1034.7,69,2007031000,3.6,SPZ
2007,3,10,9,11.3,-2.6,1025.7,73.7,2007031009,6.7,LGR
2007,3,10,15,10.9,-4.1,1035.3,80.5,2007031015,5.5,SPZ
2007,3,11,0,9.4,-5.1,1030.8,40.5,2007031100,5.7,LGR
2007,3,11,6,7.8,-6.9,1035.3,51.3,2007031106,3.9,SPZ
2007,3,11,15,11.7,-1.9,1030.6,60.5,2007031115,4.1,LGR
2007,3,11,21,3.9,-1.1,1030.7,20,2007031121,1.7,SPZ
2007,3,12,12,7.2,1.3,1028.2,48.1,2007031212,2.6,LGR
2007,3,13,3,1.3,0.7,1026.3,25.5,2007031303,1.4,SPZ
2007,3,13,18,5.1,2.1,1027.4,53.1,2007031318,1.3,LGR
2007,3,14,9,5.2,2,1030.4,65.9,2007031409,2.8,SPZ
2007,3,15,0,2.2,1.1,1026.9,34.9,2007031500,2.1,LGR
2007,3,15,15,0.7,5.5,1025.1,72.2,2007031515,0.2,SPZ
2007,3,16,6,3.7,2.1,1024.1,28.7,2007031606,2.6,LGR
2007,3,16,15,2.5,2.9,1023.5,80.2,2007031615,2.1,SPZ
2007,3,16,21,3.1,1.8,1024.2,44.9,2007031621,2.6,LGR
2007,3,17,12,7.5,5.7,1019.5,53.5,2007031712,2.4,SPZ
2007,3,18,3,3.6,1.4,1018.2,64,2007031803,2.6,LGR
2007,3,18,12,4.4,2.9,1011.3,79.7,2007031812,2.1,SPZ
2007,3,18,18,4.7,2.7,1002.6,64.7,2007031818,3.9,LGR
2007,3,19,3,5.6,-1.5,996,98.8,2007031903,6.2,SPZ
2007,3,19,9,8.7,-4.1,993,75.4,2007031909,3.3,LGR
2007,3,19,18,2,-5.2,985.9,93.8,2007031918,2.1,SPZ
2007,3,20,0,13,-8.2,994.6,89.9,2007032000,3.9,LGR
2007,3,20,9,15,-8.5,985.9,84.9,2007032009,10.3,SPZ
2007,3,20,15,15.2,-6.8,991.5,85.7,2007032015,5.5,LGR
2007,3,21,0,10.5,-13,1003.3,60.2,2007032100,2.1,SPZ
2007,3,21,6,9.9,-9.2,1001.7,85.6,2007032106,3.6,LGR
2007,3,21,15,9.7,-8.6,1002.8,79.9,2007032115,2.1,SPZ
2007,3,21,21,5.4,-12.1,1011,67.8,2007032121,2.1,LGR
2007,3,22,12,6.8,-7.6,1010.7,74.7,2007032212,2.6,SPZ
2007,3,23,18,6.8,-6.5,1007.3,80.3,2007032318,3.1,LGR
2007,3,24,9,6.2,-5.2,1004.5,82.4,2007032409,2.6,SPZ
2007,3,25,0,5.6,-4,1014.4,86.2,2007032500,3.3,LGR
2007,3,25,15,5.8,-1.4,1014.2,80.3,2007032515,5.3,SPZ
2007,3,26,0,10.1,-5,1020.1,93.2,2007032600,3.1,LGR
2007,3,26,15,7.6,-2.7,1020.4,83.9,2007032615,3.1,SPZ
2007,3,27,12,5.7,-2.1,1020.4,70.5,2007032712,3.6,LGR
2007,3,28,18,3.9,-3.8,1018.4,80.6,2007032818,2.1,SPZ
2007,3,29,9,2.6,-2.7,1018.6,85.5,2007032909,1.8,LGR
2007,3,29,18,2.6,-3.5,1018.1,98.8,2007032918,2.1,SPZ
2007,3,30,0,3.2,-3.5,1013.4,82.8,2007033000,1.6,LGR
2007,3,30,15,5.4,-0.4,1010.6,81.1,2007033015,4.5,SPZ
2007,3,31,6,1.4,-2.2,1012.5,90.7,2007033106,2.1,LGR
2007,3,31,15,4.6,-1.9,1017.3,94.1,2007033115,2.1,SPZ
2007,3,31,21,3.6,-3.6,1020.1,66.8,2007033121,2.1,LGR
2007,4,1,12,5.1,-0.8,1026.6,81.9,2007040112,2.8,SPZ
2007,4,2,3,3.4,0,1027.4,98.6,2007040203,2.4,LGR
2007,4,2,18,3.2,-0.4,1023.5,77.2,2007040218,3.8,SPZ
2007,4,3,9,2.4,1,1014.9,80.8,2007040309,0.8,LGR
2007,4,4,0,3.7,-2.2,1011.9,72.5,2007040400,1.6,SPZ
2007,4,4,15,4,1.1,1009.8,78.6,2007040415,0.8,LGR
2007,4,5,6,3.9,-2.1,1015.2,43.7,2007040506,0.8,SPZ
2007,4,5,21,4.6,0.6,1018,26.4,2007040521,2.4,LGR
2007,4,6,12,2.6,4.7,1019.2,81.1,2007040612,3.6,SPZ
2007,4,7,3,1.6,0.7,1021,55.1,2007040703,2.1,LGR
2007,4,7,12,2.4,2.8,1020.2,91.7,2007040712,3.1,SPZ
2007,4,7,18,4.1,4.1,1018.9,79.7,2007040718,2.9,LGR
2007,4,8,9,4.9,3.5,1020.6,71.7,2007040809,2.9,SPZ
2007,4,9,0,2.1,1.4,1021.9,48.7,2007040900,1.9,LGR
2007,4,9,15,4.2,7.3,1018.1,56.8,2007040915,1.8,SPZ
2007,4,10,6,2.8,2.5,1020.7,33.5,2007041006,2.6,LGR
2007,4,10,21,3.8,3.4,1022.4,59.7,2007041021,2.2,SPZ
2007,4,11,12,4.4,8.8,1021.8,64.8,2007041112,3.1,LGR
2007,4,12,18,3.1,5.2,1024.4,71.5,2007041218,3.6,SPZ
2007,4,13,9,5.9,7.4,1022.6,58.5,2007041309,3.3,LGR
2007,4,14,0,4.3,4.9,1024.4,58.9,2007041400,2.6,SPZ
2007,4,14,15,6.4,10.5,1022.6,53.8,2007041415,3.3,LGR
2007,4,15,6,2.1,7,1023.2,27.3,2007041506,2.1,SPZ
2007,4,15,21,2.8,7.1,1022.5,39.6,2007041521,1.6,LGR
2007,4,16,12,4.9,11.9,1019.3,52.9,2007041612,3.1,SPZ
2007,4,17,3,1.9,5.6,1019.2,88,2007041703,1.6,LGR
2007,4,17,12,2.5,6.9,1018.8,72,2007041712,2.6,SPZ
2007,4,17,18,6.5,8.1,1017.7,72.1,2007041718,2.1,LGR
2007,4,18,9,4.4,8,1017.6,64.3,2007041809,1.9,SPZ
2007,4,18,18,4.1,6,1016.2,75.3,2007041818,2.1,LGR
2007,4,19,0,1.8,4,1018,58.3,2007041900,1.6,SPZ
2007,4,19,15,4.3,10.8,1014.9,49.8,2007041915,2.7,LGR
2007,4,20,6,3.1,5.2,1016.8,36.6,2007042006,2.2,SPZ
2007,4,20,15,4.4,8.8,1016.9,64.7,2007042015,5.1,LGR
2007,4,20,21,3.2,5.6,1018.4,66.6,2007042021,2.1,SPZ
2007,4,21,12,3.6,12.1,1017.6,33.8,2007042112,2.8,LGR
2007,4,22,3,0.5,4.2,1021.8,45.8,2007042203,0.2,SPZ
2007,4,22,12,5.3,8.9,1023,75.3,2007042212,2.1,LGR
2007,4,22,18,3.3,10.4,1022.3,49.3,2007042218,1.2,SPZ
2007,4,23,9,3.6,10.7,1024.4,32.9,2007042309,2.6,LGR
2007,4,23,18,3.1,7.6,1024.1,89.2,2007042318,4.1,SPZ
2007,4,24,0,3.1,7,1021.7,54.3,2007042400,0.2,LGR
2007,4,24,15,6.5,13.7,1019,48.1,2007042415,2.9,SPZ
2007,4,25,6,0.6,7.2,1018.6,65.3,2007042506,1.2,LGR
2007,4,25,15,3.4,7.9,1017.6,89.2,2007042515,6.2,SPZ
2007,4,25,21,2.2,7.3,1017.3,64.3,2007042521,3.1,LGR
2007,4,26,12,6.8,10.2,1018.3,66.3,2007042612,4.6,SPZ
2007,4,27,3,4.6,4.4,1021.8,93.8,2007042703,2.2,LGR
2007,4,27,12,3.3,4.8,1024.1,78.1,2007042712,5.1,SPZ
2007,4,27,18,5.2,7.7,1022.2,68.4,2007042718,3.8,LGR
2007,4,28,9,2.8,10.1,1021.7,58.7,2007042809,1.9,SPZ
2007,4,29,15,2.3,13.2,1013.4,44.6,2007042915,3.3,LGR
2007,4,30,15,3.8,5.4,1010.7,86.2,2007043015,3.1,SPZ
2007,5,1,12,2.7,4.9,1011.8,89.9,2007050112,3.6,LGR
2007,5,1,21,1.3,1.8,1014.4,99.9,2007050121,1.6,SPZ
2007,5,2,3,5.7,2.9,1011.6,94.7,2007050203,2.1,LGR
2007,5,2,18,6.2,3.7,1013.4,90.6,2007050218,3.9,SPZ
2007,5,3,9,5.2,5,1011.8,76.3,2007050309,3.1,LGR
2007,5,4,0,4.4,1.5,1006.6,92.5,2007050400,2.6,SPZ
2007,5,4,15,8.1,6.3,1003.6,84.5,2007050415,3.6,LGR
2007,5,5,6,4.4,1.9,1005.8,81,2007050506,2.2,SPZ
2007,5,5,21,2.1,4,1006.9,87.8,2007050521,1.6,LGR
2007,5,6,12,11.3,6.9,1011.8,77.1,2007050612,4.5,SPZ
2007,5,7,3,5.3,1.4,1019.4,78,2007050703,2.6,LGR
2007,5,7,12,2.9,9.2,1016.2,41.8,2007050712,1,SPZ
2007,5,7,18,7.8,8.6,1017,69.5,2007050718,2.6,LGR
2007,5,8,9,10.5,8.5,1015.9,64.1,2007050809,1.8,SPZ
2007,5,9,0,6.5,5.3,1019.7,73.1,2007050900,1.6,LGR
2007,5,9,9,10.9,9.3,1016,53.5,2007050909,2.1,SPZ
2007,5,9,15,12.2,10.4,1016.7,57.4,2007050915,3.4,LGR
2007,5,10,21,2.1,8.5,1017.1,46.5,2007051021,1.8,SPZ
